txn_id,user_id,txn_date,category,amount,merchant_type
T00129,U0284,2026-08-27,식비,8900,마트형
T00143,U0162,2026-08-27,구독,16300,생산성앱구독형
T00154,U0375,2026-08-27,구독,14600,OTT구독형
T00200,U0234,2026-08-27,식비,6200,일반음식점형
T00252,U0465,2026-08-27,교통,2150,공유모빌리티형
T00263,U0455,2026-08-27,구독,23200,생산성앱구독형
T00343,U0341,2026-08-27,식비,17400,카페형
T00442,U0207,2026-08-27,공과금,34000,가스요금형
T00485,U0121,2026-08-27,구독,6200,생산성앱구독형
T00519,U0019,2026-08-27,구독,7300,음악구독형
T00011,U0478,2026-08-28,식비,13500,편의점형
T00066,U0355,2026-08-28,쇼핑,101400,패션형
T00068,U0469,2026-08-28,쇼핑,138400,온라인쇼핑형
T00087,U0252,2026-08-28,식비,6200,배달앱형
T00211,U0471,2026-08-28,저축,280000,자동이체저축형
T00238,U0414,2026-08-28,여가,86900,취미클래스형
T00253,U0242,2026-08-28,저축,70000,자동이체저축형
T00277,U0385,2026-08-28,식비,33100,마트형
T00284,U0181,2026-08-28,여가,39700,헬스장형
T00291,U0039,2026-08-28,저축,440000,수시입금저축형
T00308,U0280,2026-08-28,식비,12900,일반음식점형
T00334,U0305,2026-08-28,여가,71500,영화관형
T00339,U0221,2026-08-28,식비,30600,일반음식점형
T00359,U0208,2026-08-28,쇼핑,10000,온라인쇼핑형
T00445,U0071,2026-08-28,식비,5300,편의점형
T00471,U0044,2026-08-28,식비,5700,배달앱형
T00476,U0223,2026-08-28,교통,27100,대중교통형
T00483,U0341,2026-08-28,식비,19800,마트형
T00513,U0299,2026-08-28,구독,5200,클라우드구독형
T00531,U0485,2026-08-28,저축,170000,자동이체저축형
T00556,U0256,2026-08-28,식비,35300,편의점형
T00021,U0030,2026-08-29,식비,34200,배달앱형
T00067,U0365,2026-08-29,식비,5400,일반음식점형
T00109,U0444,2026-08-29,여가,8200,공연형
T00136,U0419,2026-08-29,식비,9700,편의점형
T00147,U0385,2026-08-29,쇼핑,29300,패션형
T00216,U0170,2026-08-29,여가,46400,헬스장형
T00281,U0027,2026-08-29,공과금,110000,관리비형
T00285,U0363,2026-08-29,식비,12500,일반음식점형
T00301,U0323,2026-08-29,식비,34400,카페형
T00310,U0394,2026-08-29,식비,37200,배달앱형
T00314,U0074,2026-08-29,식비,33700,편의점형
T00351,U0368,2026-08-29,쇼핑,125200,생활용품형
T00386,U0483,2026-08-29,여가,36000,헬스장형
T00402,U0003,2026-08-29,쇼핑,131300,생활용품형
T00458,U0442,2026-08-29,저축,200000,자동이체저축형
T00460,U0227,2026-08-29,여가,79800,영화관형
T00463,U0222,2026-08-29,교통,12700,대중교통형
T00479,U0167,2026-08-29,식비,18500,편의점형
T00529,U0193,2026-08-29,교통,8400,택시형
T00535,U0237,2026-08-29,저축,270000,수시입금저축형
T00547,U0237,2026-08-29,여가,82500,헬스장형
T00549,U0253,2026-08-29,식비,19200,마트형
T00574,U0001,2026-08-29,교통,2450,대중교통형
T00033,U0237,2026-08-30,교통,3000,공유모빌리티형
T00062,U0148,2026-08-30,공과금,19400,관리비형
T00153,U0390,2026-08-30,구독,11100,클라우드구독형
T00164,U0125,2026-08-30,공과금,18800,관리비형
T00171,U0050,2026-08-30,여가,31500,취미클래스형
T00191,U0490,2026-08-30,식비,30700,카페형
T00220,U0486,2026-08-30,식비,7800,카페형
T00265,U0490,2026-08-30,교통,22800,택시형
T00283,U0435,2026-08-30,쇼핑,50100,생활용품형
T00292,U0284,2026-08-30,식비,5900,편의점형
T00335,U0477,2026-08-30,쇼핑,19300,생활용품형
T00395,U0123,2026-08-30,식비,5200,일반음식점형
T00425,U0478,2026-08-30,여가,26500,헬스장형
T00436,U0257,2026-08-30,식비,9900,일반음식점형
T00465,U0087,2026-08-30,공과금,75300,전기요금형
T00481,U0184,2026-08-30,저축,60000,수시입금저축형
T00491,U0415,2026-08-30,저축,410000,자동이체저축형
T00496,U0210,2026-08-30,식비,8900,일반음식점형
T00536,U0276,2026-08-30,구독,4900,OTT구독형
T00031,U0222,2026-08-31,교통,5800,대중교통형
T00060,U0282,2026-08-31,여가,30000,취미클래스형
T00099,U0141,2026-08-31,식비,26400,마트형
T00115,U0044,2026-08-31,식비,33200,일반음식점형
T00142,U0434,2026-08-31,교통,3750,택시형
T00180,U0237,2026-08-31,식비,5000,카페형
T00183,U0371,2026-08-31,구독,18400,클라우드구독형
T00188,U0390,2026-08-31,저축,380000,자동이체저축형
T00193,U0316,2026-08-31,여가,20700,공연형
T00251,U0372,2026-08-31,식비,7700,편의점형
T00289,U0351,2026-08-31,식비,40300,배달앱형
T00298,U0361,2026-08-31,구독,6600,클라우드구독형
T00307,U0454,2026-08-31,교통,18350,주유형
T00347,U0291,2026-08-31,식비,10200,편의점형
T00382,U0042,2026-08-31,교통,1400,대중교통형
T00417,U0410,2026-08-31,식비,10500,마트형
T00422,U0497,2026-08-31,공과금,20000,전기요금형
T00477,U0494,2026-08-31,식비,8400,배달앱형
T00490,U0490,2026-08-31,여가,22400,취미클래스형
T00522,U0195,2026-08-31,저축,80000,자동이체저축형
T00540,U0315,2026-08-31,구독,12000,클라우드구독형
T00544,U0381,2026-08-31,교통,16700,대중교통형
T00571,U0296,2026-08-31,저축,290000,수시입금저축형
T00578,U0001,2026-08-31,쇼핑,31200,생활용품형
